user_id	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
984121344	0.364253467647352	0.513862078239327	0.6220799468909944	0.6754966068962637	0.15915593964708624	0.1111111111111111	0.6923076923076923	0.575	0.6666666666666666
601849857	0.29973848330595726	0.5426307751638235	0.4790276123108435	0.09279071417532357	0.07957796982354312	0.1111111111111111	0.7692307692307693	0.6875	0.6666666666666666
351429761	0.41607956928230105	0.5254259366355275	0.6736864937568484	0.8005735296475255	0.0	0.1111111111111111	0.8461538461538461	0.0	0.5555555555555556
2792643764	0.23445212704695448	0.491105302031506	0.3025598896125557	0.3962394421827207	0.07957796982354312	0.0	0.6923076923076923	0.225	0.8888888888888888
215056389	0.3991197029146643	0.5106969170987867	0.4469256777283547	0.6305139362023413	0.0	0.1111111111111111	0.6153846153846154	0.475	0.4444444444444444
248807431	0.8264826719958845	0.5734253827458994	0.8370868833963453	0.7914633286754915	0.6887183647119477	0.1111111111111111	0.6923076923076923	0.925	0.5555555555555556
61931528	0.6341140829643552	0.7346562434881287	0.732414321366036	0.5681094300077819	0.3109024219212191	0.0	0.6923076923076923	0.0	0.3333333333333333
2513463980	0.4469305314227914	0.5153999749210215	0.5788051822992433	0.6496122037554094	0.0	0.0	0.46153846153846156	0.0	0.8888888888888888
102137866	0.5891383144926126	0.5009416295504711	0.530434276576931	0.26107484847187123	0.5833794821055079	0.1111111111111111	0.7692307692307693	0.91875	0.4444444444444444
298385420	0.5440554856777493	0.5545132552858684	0.6183422933253535	0.5087509121403405	0.38255954491856153	0.1111111111111111	0.6153846153846154	0.99375	0.5555555555555556
265519119	0.37822235353065436	0.46752472503407105	0.7848524861378435	0.8629628074015911	0.1847743238673835	0.0	0.6153846153846154	0.51875	0.5555555555555556
391413781	0.3044057533821699	0.4745884943692781	0.36378752481315313	0.4532197134670442	0.1847743238673835	0.1111111111111111	0.8461538461538461	0.9125	0.5555555555555556
2962522134	0.32157364631104973	0.42048491449379943	0.47495411658050135	0.11708884485671286	0.0	0.0	0.5384615384615384	0.9125	1.0
1683980311	0.41004897877478996	0.49352816281761047	0.6569754794906236	0.5676015406366797	0.0	0.0	0.6153846153846154	0.68125	0.7777777777777778
103055384	0.4360438199525984	0.1136310672573337	0.2503913880466088	0.0	0.25225619610767125	0.0	0.8461538461538461	0.175	0.4444444444444444
314966047	0.3233009380417345	0.42427599425635976	0.5458277536659327	0.3196192709002277	0.07957796982354312	0.1111111111111111	0.9230769230769231	0.6875	0.5555555555555556
304021536	0.4137314434290512	0.25336498709342764	0.2785146456255589	0.0	0.364862007524465	0.1111111111111111	0.7692307692307693	0.45	0.5555555555555556
549781537	0.5096437132925825	0.5675930877124238	0.402892141811942	0.2571456866385896	0.25225619610767125	0.1111111111111111	0.6923076923076923	0.5125	0.6666666666666666
26017826	0.38142671061650535	0.36883809790688366	0.4405885347555776	0.0	0.07957796982354312	0.0	0.6923076923076923	0.50625	0.3333333333333333
23068708	0.5958737023487609	0.613934104350991	0.6224381822673023	0.30723688522043546	0.6105560323367951	0.1111111111111111	0.8461538461538461	0.99375	0.3333333333333333
2954690598	0.2823913887247273	0.4720427155652508	0.3302556132735862	0.6710356400810804	0.12612809805383562	0.1111111111111111	0.9230769230769231	0.1	1.0
262111271	0.5290688128050391	0.5360334373412639	0.7143714159310154	0.6575955956537073	0.3548725147780729	0.0	0.6923076923076923	0.925	0.5555555555555556
33423401	0.6600482946796798	0.47730044812246625	0.6118325139419822	0.5005985318813875	0.6536788391160366	0.1111111111111111	0.6153846153846154	0.8625	0.3333333333333333
14188586	0.28740468811910436	0.4704764101616367	0.3873831566416706	0.2953211402188384	0.12612809805383562	0.0	0.3076923076923077	0.2	0.2222222222222222
526024747	0.41607956928230105	0.48493622519033136	0.7237217445057396	0.6808606232342588	0.0	0.0	0.8461538461538461	0.0	0.6666666666666666
358842416	0.5123386673442102	0.49928937338855134	0.6672774654831276	0.7788454531125028	0.20570606787737875	0.1111111111111111	0.46153846153846156	0.0	0.5555555555555556
635171054	0.4111438930567429	0.49292912856597065	0.6515238291006776	0.6732226654696483	0.12612809805383562	0.1111111111111111	0.9230769230769231	0.0875	0.6666666666666666
1245380660	0.28740468811910436	0.4346985846548448	0.45306294370986294	0.2392981512383699	0.0	0.2222222222222222	0.7692307692307693	0.0	0.7777777777777778
19464245	0.5572359124602159	0.5952419262689306	0.7203864791148973	0.6590572693024428	0.5287045873818533	0.0	0.46153846153846156	0.73125	0.3333333333333333
32823	0.5262416272778294	0.5161582364672934	0.6603462063579052	0.5631028239230071	0.6334407935454587	0.1111111111111111	0.5384615384615384	0.2375	0.0
2886074424	0.36669151832521724	0.5648892672316095	0.24462477765573953	0.05854442242835643	0.07957796982354312	0.3333333333333333	1.0	0.0	0.8888888888888888
118489145	0.4773985604822066	0.5051914360090318	0.41461288859732787	0.0	0.45140009268970893	0.2222222222222222	0.9230769230769231	0.325	0.4444444444444444
2735898682	0.36075087631874375	0.450589073902428	0.5335036362139292	0.45400540981104004	0.0	0.1111111111111111	0.46153846153846156	0.1125	0.8888888888888888
2352595372	0.24241998265227585	0.3669960543507613	0.20769520384026807	0.16435497246326602	0.0	0.1111111111111111	0.7692307692307693	0.04375	0.8888888888888888
529842945	0.38309125888044854	0.42287480648466064	0.7395142473128026	0.7212480888275667	0.0	0.0	0.9230769230769231	0.0125	0.6666666666666666
17563658	0.36075087631874375	0.4185215274830788	0.411631025452056	0.23417768971342573	0.29447348022407227	0.1111111111111111	0.8461538461538461	0.7375	0.2222222222222222
381157439	0.39799842999282165	0.4457457038228014	0.38951957195967696	0.26107484847187123	0.0	0.1111111111111111	0.9230769230769231	0.175	0.5555555555555556
333709376	0.6604815781115846	0.49372687197822823	0.6655298945087103	0.6311404741525739	0.6352704217885625	0.1111111111111111	0.8461538461538461	0.5125	0.5555555555555556
2797862977	0.3486128803545519	0.4658687598521	0.4295910276847105	0.544148203434478	0.07957796982354312	0.1111111111111111	0.7692307692307693	0.0375	0.8888888888888888
595787842	0.4700181058254436	0.5080737336029427	0.8428539091060041	0.8484135034871776	0.22340360527147526	0.0	0.8461538461538461	0.30625	0.6666666666666666
584187972	0.3826198382674338	0.44430764082129315	0.4694648863986546	0.5613657601704919	0.07957796982354312	0.0	0.46153846153846156	0.14375	0.6666666666666666
294420549	0.13163806657042845	0.3238735245042334	0.2570815735662944	0.0	0.0	0.0	0.38461538461538464	0.16875	0.5555555555555556
39518278	0.48141398848059264	0.5753541185243933	0.6500772249967819	0.3414831769674026	0.5113891027277823	0.1111111111111111	0.9230769230769231	0.65	0.3333333333333333
627933255	0.2632761331408569	0.43671262918894366	0.3748587098179012	0.2953211402188384	0.0	0.0	0.9230769230769231	0.0875	0.6666666666666666
285303238	0.26598243738805305	0.3715257973357015	0.20042255813270188	0.2392981512383699	0.0	0.1111111111111111	0.5384615384615384	0.0	0.5555555555555556
221577294	0.2813425524563453	0.5243402586627379	0.47552142214331994	0.2927221121417822	0.07957796982354312	0.0	0.9230769230769231	0.06875	0.4444444444444444
